"","X.1","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","a0_gen","h0_gen","q0_gen","HollingI_AIC","HollingII_AIC","HollingIII_AIC","Poly2_AIC","Poly3_AIC","N","FailHolI","FailHolII","FailHolIII","FailPol2","FailPol3","aI","aII","hII","aIII","hIII","qIII","hIIp","hIIIp","aIp","aIIp","aIIIp","qIIIp","a0_I","a0_II","h0_II","a0_III","h0_III","q0_III","qse","BestAIC","BestAICHolRECAL","BestAICHol","qcil","qciu","qIIIci","best.model.type","BestAIC_sec","BestAICRECAL","best.model.type.recal","CUTCONTEMP","CUTRESTEMP"
"203",3266,3540,40098,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2.75,"Individual/(Individual*1 day)",3.18e-05,"Cancer irroratus Say 1817","Placopecten magellanicus (Gmelin 1791)","Cancer irroratus Say 1817 [adult - male]","Placopecten magellanicus (Gmelin 1791) [juvenile]","active","surface","sessile","surface",0.30392,0.003399228,"square meter",1.818181818,"Individuals per arena",2,1.1,12.7,12.7,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Cancer irroratus Say","Adult male","rock crabs","2D","ectotherm","2D","Placopecten magellanicus (Gmelin)","juvenile","sea scallop","ectotherm","Marine","Laboratory",39600,"seconds",172800,"seconds",1.1,"square meter",1,"Individuals per arena","","yes","carapace width","105","mm","original","shell height",34.1,"mm","original","Wong M. C. and M. A. Barbeau. 2005. Prey selection and the functional response of sea stars (Asterias vulgaris Verrill) and rock crabs (Cancer irroratus Say) preying on juvenile sea scallops (Placopecten magellanicus (Gmelin)) and blue mussels (Mytilus edulis Linnaeus). Journal of Experimental Marine Biology and Ecology 327:1-21.","from author",NA,NA,NA,NA,NA,-479.937857735917,-479.242948308383,-477.919260825777,-477.938280650819,-478.481730681624,24,NA,NA,NA,NA,NA,1.67455302096178e-07,3.5866043154182e-05,32694.8036210995,2.11360646645542e-05,0,-0.891495283939252,1.47160592304695e-07,1,0.151108142544736,0.252060890549602,0.910209417221572,0.50341028144475,1.67455302096178e-07,0.273385941097705,0.170470123536525,0.960758455699118,0.108796996280809,1.80643892195076,1.30940133190133,"HollingI_AIC","HollingI_AIC","HollingI_AIC",-3.51029794774191,1.72730737986341,0,"Mechanistic","HollingII_AIC","HollingI_AIC","Mechanistic","(0,15]","(0,15]"
"204",3290,3564,40099,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.75,"Individual/(Individual*1 day)",8.68e-06,"Asterias vulgaris Verrill","Placopecten magellanicus (Gmelin 1791)","Asterias vulgaris Verrill [adult]","Placopecten magellanicus (Gmelin 1791) [juvenile]","active","surface","sessile","surface",0.1,0.000588186,"square meter",11.11111111,"Individuals per arena",2,0.18,11.2,11.2,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Asterias vulgaris Verrill","adult","sea star","2D","ectotherm","2D","Placopecten magellanicus (Gmelin)","juvenile","sea scallop","ectotherm","Marine","Laboratory",36000,"seconds",172800,"seconds",1800,"square cm",1,"Individuals per arena","","yes","diameter","145","mm","original","shell height",18.7,"mm","original","Wong M. C. M. A. Barbeau M. Dowd and K. R. Richard. 2006. Behavioural mechanisms underlying functional response of sea stars Asterias vulgaris preying on juvenile sea scallops Placopecten magellanicus. Marine Ecology-Progress Series 317:75-86.","from author",NA,NA,NA,NA,NA,-708.360552950089,-713.230801115299,-717.764261662722,-720.283391174376,-719.684705175491,40,NA,NA,NA,NA,NA,3.67106047819972e-06,1.00281936104312e-05,7673.28178053672,1.11588116181258e-08,13487.4742426312,3.84951689401233,0.0331443633673675,6.40049175839727e-09,0.000561077366016751,0.0153301038940318,0.829562601596765,0.146684770545245,3.67106047819972e-06,0.442527442353305,1.27303686706801,0.0545126189083597,0.582290280869928,1.5363241834566,2.59670124180348,"Poly2_AIC","HollingII_AIC","HollingIII_AIC",-1.34388558959463,9.04291937761929,0,"Phenomenological","Poly3_AIC","Poly2_AIC","Phenomenological","(0,15]","(0,15]"
"205",3330,3604,40100,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.862,"Individual/(Individual*1 day)",2.16e-05,"Cancer irroratus Say 1817","Placopecten magellanicus (Gmelin 1791)","Cancer irroratus Say 1817 [adult - male]","Placopecten magellanicus (Gmelin 1791) [juvenile]","active","surface","sessile","surface",0.311245,0.001682252,"square meter",11.11,"Individuals per square meter",11.11,0.18,11.2,11.2,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Cancer irroratus Say","Adult male","rock crabs","2D","ectotherm","2D","Placopecten magellanicus (Gmelin)","juvenile","sea scallop","ectotherm","Marine","Laboratory",77400,"seconds",345600,"seconds",1800,"square cm",1,"Individuals per arena","","yes","carapace width","107.5","mm","original","shell height",26.8,"mm","original","Wong M. C. and M. A. Barbeau. 2006. Rock crab predation of juvenile sea scallops: the functional response and its implications for bottom culture. Aquaculture International 14:355-376.","from author",NA,NA,NA,NA,NA,-802.525149220275,-803.786329743064,-802.196354108156,-802.143728540942,-800.655488131935,40,NA,NA,NA,NA,NA,3.94470429412262e-08,3.640933296404e-06,46044.6497319973,3.60494536918599e-08,50426.4948575109,1.81198866266724,3.51706213584134e-07,8.26305628672769e-10,0.453218312413333,0.275046694080083,0.923510987682431,0.661691175666576,3.94470429412262e-08,0.648946143622206,0.435268932233469,1.42158895409626,0.0136363469126125,-1.56558320857584,4.10767466576605,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-6.40336066886486,10.0273379941993,0,"Mechanistic","HollingI_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"206",3370,3644,40101,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1,"Individual/(Individual*1 day)",1.16e-05,"Repipta flavicans (Amyot and Serville 1843)","Acalymma blomorum Munroe and Smith","Repipta flavicans (Amyot and Serville 1843) [adult - female]","Acalymma blomorum Munroe and Smith [adult]","active","surface","active","surface",1.29e-05,5.46e-06,"square meter",17.09975947,"Individuals per arena",1,0.058480355,25,25,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Repipta flavicans Stal","adult female","assassin bug","2D","ectotherm","2D","Acalymma blomorum Munroe and Smith","Adult","Diabroticina beetle","ectotherm","Terrestrial","Laboratory",86400,"seconds",NA,"",0.058480355,"square meter",1,"Individuals per arena","","yes","length","10.35","mm","from author","length",5.1,"mm","from author","Gamez-Virues S. and A. Eben. 2005. Predatory behavior of Repipta flavicans Stal (Hemiptera : Reduviidae) a natural enemy of Diabroticina (Coleoptera : Chrysomelidae). Proceedings of the Entomological Society of Washington 107:642-651.","from author",NA,NA,NA,NA,NA,-1441.29756369718,-1441.81534222602,-1441.22443449033,-1440.35486401352,-1438.46036887916,72,NA,NA,NA,NA,NA,5.27414054600607e-07,1.51515458018849e-05,36943.3565012536,1.25652020288088e-05,6264.67663982762,-0.710351072733507,1.52129894250814e-16,0.934472290041531,3.40604414713375e-05,0.00457346039616385,0.226957948843503,0.160776246509185,5.27414054600607e-07,1.088058827867,0.113595576581094,1.4054804009068,0.15217802937292,-1.10968428943306,0.501055949783864,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.71246297230124,0.291760826834221,0,"Mechanistic","HollingI_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"207",3442,3716,40102,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.401613566,"Individual/(Individual*1 min)",0.023360226,"Brachionus calyciflorus Pallas 1766","Monoraphidium minutum (Ngeli) Komrkov-legnerov 1969","Brachionus calyciflorus Pallas 1766 [adult - female]","Monoraphidium minutum (Ngeli) Komrkov-legnerov 1969","active","sphere","passive","sphere",1.2e-09,2e-14,"cubic meter",2.87e+10,"Individuals per milliliter",28700,5e-05,20,20,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Brachionus calyciflorus","adult female","rotifer","3D","ectotherm","3D","Monoraphidium minutum","","alga","ectotherm","Freshwater","Laboratory",240,"seconds",NA,"",50,"ml",1,"Individuals per arena","","yes","wet mass","1.2","microgram","from author","wet mass",20,"picogram","from author","Fussmann G. E. G. Weithoff and T. Yoshida. 2005. A direct experimental test of resource vs. consumer dependence. Ecology 86:2924-2930.","from author",NA,NA,NA,NA,NA,93.5670665239161,NA,NA,21.8272037341921,23.8118018608138,101,NA,1,1,NA,NA,1.56549012448883e-06,NA,NA,NA,NA,NA,NA,NA,1.16715662812201e-24,NA,NA,NA,1.56549012448883e-06,NA,NA,NA,NA,NA,NA,"Poly2_AIC","HollingI_AIC","HollingI_AIC",NA,NA,NA,"Phenomenological","Poly3_AIC","Poly2_AIC","Phenomenological","(15,25]","(15,25]"
"208",3543,3817,40103,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.305,"individual / (1 individual *24 hrs)",3.53e-06,"Canis latrans Say 1823","Lepus americanus Erxleben 1777","Canis latrans Say 1823 [adult]","Lepus americanus Erxleben 1777 [adult]","active","surface","active","surface",10,1.5,"square meter",1.06e-05,"Individuals per 100 ha",10.6337,3.5e+08,38,38,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",NA,"Canis latrans","Adult","coyote","2D","endotherm","2D","Lepus americanus","Adult","snowshoe hare","endotherm","Terrestrial","field",NA,"",NA,"",350,"square km",NA,"","","no","wet mass","10","kg","original","wet mass",1500,"g","original","O'Donoghue M. S. Boutin C. J. Krebs G. Zuleta D. L. Murray and E. J. Hofer. 1998. Functional responses of coyotes and lynx to the snowshoe hare cycle. Ecology 79:1193-1208.","Fig 5",NA,NA,NA,NA,NA,-165.167313978053,-165.722225236227,-163.722232617478,-164.204005799039,-164.192239126333,8,NA,NA,NA,NA,NA,8.25114527243067e-08,2.44838251071982e-07,35810.9740921075,2.47556945692918e-07,35677.2542720392,-0.00321104346155036,0.273604237477768,0.700399027055679,0.0613512432695532,0.310361574438353,0.863726577072939,0.998549833834248,8.25114527243067e-08,0.119144010537801,0.272298822335463,0.370467388752387,0.224151396664307,1.1244546091184,1.68109382036282,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-3.36539868418719,3.35897659726409,0,"Mechanistic","HollingI_AIC","HollingII_AIC","Mechanistic","(25,40]","(25,40]"
"209",3551,3825,40104,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.4175,"individual / (1 individual *24 hrs)",4.83e-06,"Lynx canadensis Kerr 1792","Lepus americanus Erxleben 1777","Lynx canadensis Kerr 1792 [adult]","Lepus americanus Erxleben 1777 [adult]","active","surface","active","surface",11,1.5,"square meter",1.06e-05,"Individuals per 100 ha",10.5922,3.5e+08,38,38,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",NA,"Lynx canadensis","Adult","lynx ","2D","endotherm","2D","Lepus americanus","Adult","snowshoe hare","endotherm","Terrestrial","field",NA,"",NA,"",350,"square km",NA,"","","no","wet mass","11","kg","original","wet mass",1500,"g","original","O'Donoghue M. S. Boutin C. J. Krebs G. Zuleta D. L. Murray and E. J. Hofer. 1998. Functional responses of coyotes and lynx to the snowshoe hare cycle. Ecology 79:1193-1208.","Fig 5",NA,NA,NA,NA,NA,-181.335927695913,-182.664725215311,-181.169260372464,-181.828595152017,-179.838944863405,8,NA,NA,NA,NA,NA,5.04515100290164e-08,3.71963732693889e-07,65959.4720559206,1.06632741035746e-06,38207.5898643072,-0.394107404789817,0.00193995871823425,0.689928432453841,0.00841905798060601,0.0645774130765835,0.583193706524541,0.604800307510096,5.04515100290164e-08,0.00325350129041173,0.636026140378464,1.09076923855592,1.25260013286917,-0.230881724506617,0.714141450695775,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.82239030618137,1.03417549660173,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(25,40]","(25,40]"
"210",3559,3833,40105,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.2882,"Individual/(Individual*12 hour)",2.22e-06,"Crangon crangon (Linnaeus 1758)","Pleuronectes platessa DO","Crangon crangon (Linnaeus 1758) [adult - female]","Pleuronectes platessa DO [juvenile]","active","surface","active","surface",0.000320334,1.86e-05,"square meter",2,"Individuals per square meter",2,1,14.1,14.1,NA,"","no",NA,NA,NA,NA,NA,NA,0.1464,"SE",8,"Crangon crangon","adult female","shrimp","2D","ectotherm","2D","Pleuronectes platessa L.","juvenile","plaice ","ectotherm","Marine","Laboratory",43200,"seconds",NA,"",1,"square meter",3,"Individuals per arena","","yes","length","35","mm","original","length",14,"mm","from author","Revilla E. and F. Palomares. 2002. Does local feeding specialization exist in Eurasian badgers? Canadian Journal of Zoology-Revue Canadienne De Zoologie 80:83-93.","Fig 4a",NA,NA,NA,NA,NA,-110.438540804876,-120.279539120758,-134.519029409445,-132.151181269103,-132.99342351652,6,NA,NA,NA,NA,NA,1.99068727789623e-06,4.71333679757186e-06,4467.72300308756,1.03923662072616e-06,7066.53467187549,0.656365785947341,0.00601612657131403,0.000182860818554036,0.00430411232966705,0.00398114931755328,0.0480723192794059,0.0129448125742531,1.99068727789623e-06,0.827892086040741,1.77686143787834,0.946212203921047,0.154683831935037,-0.652324485592544,0.123276172514979,"HollingIII_AIC","HollingIII_AIC","HollingIII_AIC",0.409813440917383,0.902918130977299,0.656365785947341,"Mechanistic","Poly3_AIC","HollingIII_AIC","Mechanistic","(0,15]","(0,15]"
"211",3565,3849,40108,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0,"Individual/(Individual*15 min)",0,"Crangon crangon (Linnaeus 1758)","Macoma balthica (Linnaeus 1758)","Crangon crangon (Linnaeus 1758) [subadult]","Macoma balthica (Linnaeus 1758) [juvenile]","active","half-sphere","sessile","surface",7.19e-05,3.52e-08,"square meter",9554.140127,"Individuals per arena",3,0.000314,15,15,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Crangon crangon L.","subadult","brown shrimp","2D","ectotherm","2D","Macoma balthica (L.)","juvenile","","ectotherm","Marine","Laboratory",900,"seconds",NA,"",314,"square cm",1,"Individuals per arena","","yes","length","22","mm","from author","shell length",0.616,"mm","from author","Andresen H. and J. van der Meer. 2010. Brown shrimp (Crangon crangon L.) functional response to density of different sized juvenile bivalves Macoma balthica (L.). Journal of Experimental Marine Biology and Ecology 390:31-38.","from author",NA,NA,NA,NA,NA,-402.515071543021,-410.580424000572,-408.816969512957,-407.287484167275,-408.007571589995,63,NA,NA,NA,NA,NA,0.000133494416870824,0.00034872828941554,16.3466563581073,0.000182605897714892,20.2698787050395,0.19147591752317,5.87875540872087e-05,0.00550720220753664,1.61079791450127e-13,5.98125116107706e-05,0.490336686785173,0.635932831231656,0.000133494416870824,0.00278222349516564,0.277962163687474,0.0945063730206594,1.14777712532988,-1.47198207397014,0.402415211899928,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-0.613354506276686,0.996306341323026,0,"Mechanistic","HollingIII_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"212",3628,3912,40109,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0,"Individual/(Individual*15 min)",0,"Crangon crangon (Linnaeus 1758)","Macoma balthica (Linnaeus 1758)","Crangon crangon (Linnaeus 1758) [subadult]","Macoma balthica (Linnaeus 1758) [juvenile]","active","surface","sessile","surface",7.19e-05,5.11e-08,"square meter",9554.140127,"Individuals per arena",3,0.000314,15,15,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Crangon crangon L.","subadult","brown shrimp","2D","ectotherm","2D","Macoma balthica (L.)","juvenile","","ectotherm","Marine","Laboratory",900,"seconds",NA,"",314,"square cm",1,"Individuals per arena","","yes","length","22","mm","from author","shell length",0.728,"mm","from author","Andresen H. and J. van der Meer. 2010. Brown shrimp (Crangon crangon L.) functional response to density of different sized juvenile bivalves Macoma balthica (L.). Journal of Experimental Marine Biology and Ecology 390:31-38.","from author",NA,NA,NA,NA,NA,-507.798524761002,-506.551611306901,-505.791785422446,-505.802946043876,-507.004242205348,70,NA,NA,NA,NA,NA,0.000126283444649112,0.000152249182704418,3.96022526944404,0.000283617369212606,0,-0.140873093028644,0.415262088813122,1,4.71405589105782e-21,5.98207501669277e-07,0.329009645233424,0.609032333462599,0.000126283444649112,0.674444064478606,0.903402319491674,0.950824710466783,0.145886531072761,1.14891961496323,0.274140568203908,"HollingI_AIC","HollingI_AIC","HollingI_AIC",-0.68915422943646,0.407408043379172,0,"Mechanistic","Poly3_AIC","HollingI_AIC","Mechanistic","(0,15]","(0,15]"
"213",3698,3982,40110,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0,"Individual/(Individual*15 min)",0,"Crangon crangon (Linnaeus 1758)","Macoma balthica (Linnaeus 1758)","Crangon crangon (Linnaeus 1758) [subadult]","Macoma balthica (Linnaeus 1758) [juvenile]","active","half-sphere","sessile","surface",7.19e-05,7.42e-08,"square meter",9554.140127,"Individuals per arena",3,0.000314,15,15,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Crangon crangon L.","subadult","brown shrimp","2D","ectotherm","2D","Macoma balthica (L.)","juvenile","","ectotherm","Marine","Laboratory",900,"seconds",NA,"",314,"square cm",1,"Individuals per arena","","yes","length","22","mm","from author","shell length",0.853,"mm","from author","Andresen H. and J. van der Meer. 2010. Brown shrimp (Crangon crangon L.) functional response to density of different sized juvenile bivalves Macoma balthica (L.). Journal of Experimental Marine Biology and Ecology 390:31-38.","from author",NA,NA,NA,NA,NA,-523.010497708323,-543.080665454497,-544.459977762421,-541.373558479665,-541.66209301344,72,NA,NA,NA,NA,NA,6.96945255099269e-05,0.000302630307378029,38.9172976626063,1.89198465529198e-05,53.0338606878796,0.843342280410947,2.52904426605705e-07,3.56981849056324e-10,3.80268493614625e-10,4.77801485947604e-05,0.618698476708547,0.151307468142888,6.96945255099269e-05,0.102847158160985,0.294558138146872,0.506924899374867,0.394968918540068,1.16106464527547,0.581209217309007,"HollingIII_AIC","HollingII_AIC","HollingIII_AIC",-0.319076154207067,2.00576071502896,0,"Mechanistic","HollingII_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"214",3770,4054,40111,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",9.6,"individual / (1 individual * 3 hrs)",0.000888889,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 3]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",8.82e-06,5.63e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,0.894427191,"SD",5,"Notonecta maculata","Third instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","3.45255","milligrams","From Authors","Length",1.4,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-75.6064395960754,-73.5365759202718,-73.6946018416003,-73.7023654973455,-74.5111382111931,6,NA,NA,NA,NA,NA,1.35529035815269e-05,8.35413506348936e-05,281.691753983516,0.000318010349789557,0,-0.560788250794534,0.00685654241795383,1,0.00545895450453706,0.057157597850476,0.457016345685217,0.457058050973035,1.35529035815269e-05,1.86506423325356,0.371723500283912,1.24971619000859,0.407933664522749,0.757948658429086,0.658578238156853,"HollingI_AIC","HollingI_AIC","HollingI_AIC",-1.87794472710824,0.756368225519172,0,"Mechanistic","Poly3_AIC","HollingI_AIC","Mechanistic","(15,25]","(15,25]"
"215",3776,4065,351,"old","Resource Consumption Rate","",47016.0522,"individual / (1 individual * 24 hour)",0.544167271,"Acartia hudsonica Pinhey 1926","Skeletonema costatum (Greville) Cleve ????","Acartia hudsonica Pinhey 1926 [adult]","Skeletonema costatum (Greville) Cleve ????","active","sphere","passive","sphere",1.95e-08,1.29e-12,"cubic meter",1084827400,"individual per milliliter (1)",1084.8274,0.001,15,15,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","ectotherm","","","","","ectotherm","Marine","Laboratory",NA,"",NA,"",NA,"",NA,"","","","","","","","",NA,"","","Deason E.E. 1980. Grazing of Acartia hudsonica (A. clausi) on Skeletonema costatum in Narragansett Bay (USA): influence of food concentration and temperature. Marine Biology 60 101-113.","Figure 4",NA,NA,NA,NA,NA,14.5024967125089,NA,NA,-2.52238432110716,-11.29213945588,21,NA,1,1,NA,NA,0.000513025601192466,NA,NA,NA,NA,NA,NA,NA,1.80257766274173e-14,NA,NA,NA,0.000513025601192466,NA,NA,NA,NA,NA,NA,"Poly3_AIC","HollingI_AIC","HollingI_AIC",NA,NA,NA,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(0,15]","(0,15]"
"216",3797,4086,814,"old","Resource Consumption Rate","",5.8604,"individual / (1 individual * 24 hour)",6.78e-05,"Callinectes sapidus Rathbun 1896","Crassostrea virginica (Gmelin 1791)","Callinectes sapidus Rathbun 1896 [adult]","Crassostrea virginica (Gmelin 1791) [juvenile]","active","surface","sessile","sphere",0.162014245,0.006763001,"square meter",30.3030303,"individual per arena (1)",10,0.33,19.5,19.5,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","ectotherm","","","","","ectotherm","Marine","Laboratory",NA,"",NA,"",NA,"",NA,"","","","","","","","",NA,"","","Eggleston D.B. 1990. Behavioural mechanisms underlying variable functional responses of blue crabs Callinectes sapidus feeding on juvenile oysters Crassostrea virginica. Journal of Animal Ecology 59 615-630.","Figure 1",NA,NA,NA,NA,NA,-131.363426086888,-130.397291712213,-128.829230741003,-130.920158352167,-130.803494247773,9,NA,NA,NA,NA,NA,4.40924319654428e-06,7.49415382411469e-06,565.455369763093,2.82637179473174e-05,0,-0.408437435820578,0.860436850637863,1,0.136765687700887,0.341690626150324,0.783124593663991,0.869074934274751,4.40924319654428e-06,0.0506683159222764,2.56960350385857,1.83641296485952,0.867078099606024,0.165246472549613,2.37431793060047,"HollingI_AIC","HollingI_AIC","HollingI_AIC",-5.15707329702152,4.34019842538036,0,"Mechanistic","Poly2_AIC","HollingI_AIC","Mechanistic","(15,25]","(15,25]"
"217",3806,4095,71,"old","Resource Consumption Rate","",1.4027,"individual / (1 individual * 6 hour)",6.49e-05,"Celithemis fasciata Kirby 1889","Chironomus tentans Fabricius 1805","Celithemis fasciata Kirby 1889 [instar final]","Chironomus tentans Fabricius 1805 [instar 3]","sessile","surface","active","surface",2.64e-05,7.07e-07,"square meter",793.700526,"individual per arena (1)",10,0.01259921,20,20,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","ectotherm","","","","","ectotherm","Freshwater","Laboratory",NA,"",NA,"",NA,"",NA,"","","","","","","","",NA,"","","Gresens S.E. M.L. Cothran & J.H. Thorp. 1982. The influence of temperature on the functional response of the dragonfly Celithemis fasciata (Odonata: Libellulidae). Oecologia 53 281:284.","Figure 1",NA,NA,NA,NA,NA,-90.2883505679159,-91.60871355965,-93.5856595142236,-90.554090600971,-90.186146826105,6,NA,NA,NA,NA,NA,5.4466034266611e-06,1.37517721907332e-05,1475.10926539163,5.24380069010295e-15,2992.22104161074,7.5135110150411,0.257998274354678,0.00526332917025163,0.0884767346851002,0.165907615263952,0.973927410311267,0.501665885899016,5.4466034266611e-06,1.86229305058723,0.872248989645154,0.292524300334172,0.357714675232693,-1.49390665721148,9.86464569288175,"HollingIII_AIC","HollingII_AIC","HollingIII_AIC",-12.2157803707224,27.2428024008046,0,"Mechanistic","HollingII_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"218",3812,4113,450,"old","Resource Consumption Rate","",0.7859,"individual / (1 individual * 24 hour)",9.1e-06,"Crangon septemspinosa Say 1818","Pseudopleuronectes americanus (Walbaum 1792)","Crangon septemspinosa Say 1818 [adult]","Pseudopleuronectes americanus (Walbaum 1792) [juvenile]","active","surface","active","surface",0.001512242,1.36e-05,"square meter",4.48183289,"individual per arena (1)",1,0.223123,16,16,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","ectotherm","","","","","ectotherm","Marine","Laboratory",NA,"",NA,"",NA,"",NA,"","","","","","","","",NA,"","","Taylor D.L. & J.S. Collie. 2003. Effect of temperature on the functional response and foraging behaviour of the sand shrimp Crangon septemspinosa preying on juvenile winter flounder Pseudopeuronectes americanus. Marine Ecology Progress Series 262 217-234","Figure 1a",NA,NA,NA,NA,NA,-125.330412495097,-127.926505098596,-127.363230902162,-124.767613301762,-135.51409915469,6,NA,NA,NA,NA,NA,2.1507299270073e-06,9.16943200467656e-06,14142.1690741158,1.1468338120377e-05,3553.22330973436,-0.418508461772017,0.00255431800051733,0.853416297721304,0.00244004971454045,0.0113447202619605,0.0228390281408527,0.371090319782995,2.1507299270073e-06,1.11546392828135,0.198465921580866,0.136387331258527,0.787528776705866,-1.53740777727216,0.398821481913855,"Poly3_AIC","HollingII_AIC","HollingII_AIC",-1.21615142559973,0.379134502055693,0,"Phenomenological","HollingII_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"219",3818,4119,140,"old","Resource Consumption Rate","",0.0429,"individual / (1 individual * 1 second)",0.0429,"Gymnocephalus cernuus (Linnaeus 1758)","Chaoborus obscuripes Wulp 1859","Gymnocephalus cernuus (Linnaeus 1758) [adult]","Chaoborus obscuripes Wulp 1859 [instar 4]","active","sphere","active","sphere",0.0138,2.45e-05,"cubic meter",200,"individual per arena (1)",18,0.09,16,16,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","ectotherm","","","","","ectotherm","Freshwater","Laboratory",NA,"",NA,"",NA,"",NA,"","","","","","","","",NA,"","","Bergman E. 1987. Temperature-dependent differences in foraging ability of two percids Perca fluviatilis and Gymnocephalus cernuus. Environmental Biology of Fishes 19(1) 45-53.","Figure 1",NA,NA,NA,NA,NA,-17.5635399986584,-32.0879740442557,-30.6294744388694,-32.5641666734528,-31.6757201423846,6,NA,NA,NA,NA,NA,0.000276511886061368,0.00228167121471357,3.32544464976585,0.0035663490918443,3.0860618638551,-0.111212638614756,8.88912977889997e-05,0.0138716811246987,0.0164249952235647,0.00149003892051884,0.324982267128357,0.639121350645476,0.000276511886061368,0.590740100574128,0.630461053684868,0.00248136295031365,1.87085658143282,-0.506007886491716,0.213952260786202,"Poly2_AIC","HollingII_AIC","HollingII_AIC",-0.53911716018716,0.316691882957648,0,"Phenomenological","HollingII_AIC","Poly2_AIC","Phenomenological","(15,25]","(15,25]"
